"","album","source","target","top.x","top.y","both_top","one_top"
"272","Legends Never Die","Amalie Bruun","Block McCloud",0,0,0,0
"273","Legends Never Die","Amalie Bruun","Brother Ali",0,0,0,0
"274","Legends Never Die","Block McCloud","Brother Ali",0,0,0,0
"275","Beautiful Loser","Beldina","CP",0,0,0,0
"276","Beautiful Loser","Beldina","Mr. Man",0,0,0,0
"277","Beautiful Loser","CP","Mr. Man",0,0,0,0
"278","Matangi","Rosalee Pfeffer","The Weeknd",0,0,0,0
"279","The Life And Times Of Jonny Valiant","Big K.R.I.T.","Krizz Kaliko",0,0,0,0
"280","The Life And Times Of Jonny Valiant","Big K.R.I.T.","Mike Posner",0,0,0,0
"281","The Life And Times Of Jonny Valiant","Krizz Kaliko","Mike Posner",0,0,0,0
"282","ESGN","Big Kill","BJ the Chicago Kid",0,0,0,0
"283","ESGN","Big Kill","Daz Dillinger",0,0,0,0
"284","ESGN","BJ the Chicago Kid","Daz Dillinger",0,0,0,0
"285","Mud Dynasty","Bluefoot","Bubba Sparxxx",0,0,0,0
"286","Mud Dynasty","Bluefoot","Charlie Farley",0,0,0,0
"287","Mud Dynasty","Bubba Sparxxx","Charlie Farley",0,0,0,0
"288","Abominationz","Jamie Madrox","Monoxide",0,0,0,0
"289","Abominationz","Jamie Madrox","Twiztid",0,0,0,0
"290","Abominationz","Monoxide","Twiztid",0,0,0,0
"291","Relief","Kinetics","One Love",0,0,0,0
"292","Old","Ab-Soul","A$AP Rocky",0,0,0,0
"293","Old","Ab-Soul","Charli XCX",0,0,0,0
"294","Old","A$AP Rocky","Charli XCX",0,0,0,0
"295","Vicious Lies And Dangerous Rumors","A$AP Rocky","Big K.R.I.T.",0,0,0,0
"296","Vicious Lies And Dangerous Rumors","A$AP Rocky","B.o.B",0,0,0,0
"297","Vicious Lies And Dangerous Rumors","Big K.R.I.T.","B.o.B",0,0,0,0
