"","source","target","weight","type"
"3833","Lex the Hex Master","Jamie Madrox","1","undirected"
"3834","BJ The Chicago Kid","Pete Rock","1","undirected"
"3835","Anna Wise","Thundercat","1","undirected"
"3836","Jay Rock","Isaiah Rashad","1","undirected"
"3837","Jackie Hill Perry","John Givez","1","undirected"
"3838","Mac Miller","Post Malone","1","undirected"
"3839","Bakarii","Big Scoob","2","undirected"
"3840","Bakarii","Tech N9ne","1","undirected"
"3841","Kendrick Lamar","Snoop Dogg","1","undirected"
"3842","G-Eazy","Tory Lanez","1","undirected"
"3843","Travis Scott","Toro y Moi","1","undirected"
"3844","Killer Mike","Big Scoob","1","undirected"
"3845","Alexis Spight","Bizzle","1","undirected"
"3846","Kuzzn Bank","KJ","1","undirected"
"3847","De La Ghetto","Arcangel","2","undirected"
"3848","Lecrae","Propaganda","1","undirected"
"3849","Savage","Talley Of 300","2","undirected"
"3850","Eric Nally","Kool Moe Dee","1","undirected"
"3851","Travis Scott","Gunna","1","undirected"
"3852","Ravyn Lenae","Mick Jenkins","1","undirected"
"3853","Blackbear","Hoodie Allen","2","undirected"
"3854","Curren$y","Lil Wayne","1","undirected"
"3855","Ezale","Nef The Pharaoh","1","undirected"
"3856","John Givez","Dream Junkies","12","undirected"
"3857","Leroy Sanchez","Machine Gun Kelly","1","undirected"
"3858","AD","Bricc Baby","1","undirected"
"3859","A$AP Ferg","ScHoolboy Q","1","undirected"
"3860","Sevyn Streeter","The Game","2","undirected"
"3861","Charlie Farley","Colt Ford","1","undirected"
"3862","Mary J. Blige","Rick Ross","1","undirected"
"3863","Pusha T","Beanie Sigel","1","undirected"
"3864","Francis and the Lights","Chance The Rapper","1","undirected"
"3865","Riff Raff","J. Doe","1","undirected"
"3866","Playboi Carti","Yung Gleesh","1","undirected"
"3867","Boogie","Problem","1","undirected"
"3868","Stacy Barthe","The Game","2","undirected"
"3869","Ne-Yo","Jadakiss","1","undirected"
"3870","Stige","Krizz Kaliko","1","undirected"
"3871","Zacari","Kendrick Lamar","1","undirected"
"3872","DJ Khaled","Bryson Tiller","1","undirected"
"3873","Snoop Dogg","Bobby V.","1","undirected"
"3874","Pouya","Fat Nick","1","undirected"
"3875","A$AP Rocky","Kanye West","2","undirected"
"3876","Rite Hook","La Coka Nostra","3","undirected"
"3877","Young Dolph","Starlito","1","undirected"
"3878","Buddy","Problem","1","undirected"
"3879","Pete Rock","Rick Ross","1","undirected"
"3880","Conway","CZARFACE","1","undirected"
"3881","King Lil G","Life+","1","undirected"
"3882","Erk Tha Jerk","Mistah F.A.B.","1","undirected"
"3883","Christopher Jackson","Lin-Manuel Miranda","8","undirected"
"3884","George Clinton","Thundercat","1","undirected"
"3885","Marsha Ambrosius","Danny from Sobrante","1","undirected"
"3886","Paul Wall","Bun B","1","undirected"
"3887","Havoc","Cormega","1","undirected"
"3888","Rick Ross","Audio Push","1","undirected"
"3889","Datin","S.O.S.","1","undirected"
"3890","Lil Trill","Shell","1","undirected"
"3891","Phillipa Soo","Jasmine Cephas-Jones","1","undirected"
"3892","Mouton","KJ","1","undirected"
"3893","Jamesthemormon","Ali Shields","1","undirected"
"3894","Kyle","Hoodie Allen","1","undirected"
"3895","Mac Miller","Lil B","1","undirected"
"3896","Wiz Khalifa","Sebastian","1","undirected"
"3897","Betty Wright","DJ Khaled","1","undirected"
"3898","Vinnie Paz","Jakk Frost","2","undirected"
"3899","Rich Homie Quan","Fetty Wap","1","undirected"
"3900","Yella","Cuttyboy G Dinero","1","undirected"
"3901","King Savage","Desiigner","1","undirected"
"3902","Marley Blu","Duce","1","undirected"
"3903","Quavo","Young Scooter","1","undirected"
"3904","Calliope Bub","Boosie Badazz","3","undirected"
"3905","BJ The Chicago Kid","A$AP Mob","1","undirected"
"3906","Dej Loaf","Shasha","1","undirected"
"3907","Nef The Pharaoh","E-40","4","undirected"
"3908","Anna Wise","Snoop Dogg","1","undirected"
"3909","Adoni","Slim Thug","1","undirected"
"3910","Key","A$AP Twelvyy","1","undirected"
"3911","Method Man","The Alchemist","1","undirected"
"3912","B-Legit","E-40","3","undirected"
"3913","Lecrae","N'Dambi","1","undirected"
"3914","Daveed Diggs","Dumbfoundead","1","undirected"
"3915","Snoop Dogg","The Game","2","undirected"
"3916","Kendo","O'Neill","1","undirected"
"3917","Wiz Khalifa","K CAMP","1","undirected"
"3918","Snoop Dogg","Webbie","1","undirected"
"3919","Arcangel","Alexio","2","undirected"
"3920","Daveed Diggs","Watsky","1","undirected"
"3921","Tokyo Jetz","Lady G","1","undirected"
"3922","BJ The Chicago Kid","Smoke Dza","1","undirected"
"3923","Maluma","DJ Luian","1","undirected"
"3924","2 Chainz","Mistah F.A.B.","1","undirected"
"3925","A$AP Mob","A$AP Rocky","7","undirected"
"3926","Traffic","TF","1","undirected"
"3927","Residente","Snow Tha Product","1","undirected"
"3928","Wiz Khalifa","Juicy J","21","undirected"
"3929","Killer Mike","Bumpy Knuckles","1","undirected"
"3930","Stresmatic","Choose Up Cheese","1","undirected"
"3931","Jay Warren","Sione Toki","1","undirected"
"3932","Styles P","Diddy","3","undirected"
"3933","DJ Quick","The Game","1","undirected"
"3934","Wax","Rafael Casal","1","undirected"
"3935","Lil Keke","ESG","1","undirected"
"3936","Prodigy","Havoc","1","undirected"
"3937","Stevie Stone","Krizz Kaliko","1","undirected"
"3938","Dre Murray","Selah the Corner","1","undirected"
"3939","Victoria Monet","Machine Gun Kelly","1","undirected"
"3940","Young Thug","Travis Scott","4","undirected"
"3941","Drake","Rihanna","1","undirected"
"3942","MJG","Devin The Dude","1","undirected"
"3943","Daveed Diggs","Adam Vida","1","undirected"
"3944","Haden Carpenter","Big Smo","1","undirected"
"3945","A.G.","Vinnie Paz","1","undirected"
"3946","Bilal","Mac Miller","2","undirected"
"3947","2 Chainz","Future","1","undirected"
"3948","Tech N9ne","CES Cru","1","undirected"
"3949","Mistah F.A.B.","Devin The Dude","1","undirected"
"3950","Juicy J","Rae Sremmurd","2","undirected"
"3951","Brandon Rogers","Big Smo","1","undirected"
"3952","Wiz Khalifa","Nas","1","undirected"
"3953","Berner","Paul Wall","1","undirected"
"3954","I4NI","Demun Jones","1","undirected"
"3955","Krizz Kaliko","Tech N9ne","5","undirected"
"3956","Webbie","Foxx","1","undirected"
"3957","Wax","Watsky","1","undirected"
"3958","DJ Quik","Wiz Khalifa","1","undirected"
"3959","Busta Rhymes","DJ Khaled","1","undirected"
"3960","Elzhi","Chris Dave","1","undirected"
"3961","A$AP Rocky","Bun B","1","undirected"
"3962","Travis Scott","DJ Khaled","1","undirected"
"3963","Future","Sonyae","2","undirected"
"3964","G-Eazy","Bebe Rexha","1","undirected"
"3965","Mac Miller","1st FKI","1","undirected"
"3966","Jeezy","Yo Gotti","1","undirected"
"3967","Maria Grazia","B Real","1","undirected"
"3968","Lil Dicky","Brain","1","undirected"
"3969","ScHoolboy Q","Nas","1","undirected"
"3970","Metro Boomin","Future","1","undirected"
"3971","Young Life","Dave East","1","undirected"
"3972","NF","Marty","1","undirected"
"3973","DJ Khaled","J. Cole","1","undirected"
"3974","Joe Budden","Jazzy","1","undirected"
"3975","Pusha T","Desiigner","1","undirected"
"3976","Jeremiah Carlson","NF","1","undirected"
"3977","The R.O.C.","Blaze Ya Dead Homie","1","undirected"
"3978","Tish Hyman","Jadakiss","1","undirected"
"3979","Chinaka Hodge","Grieves","1","undirected"
"3980","James Fauntleroy","John Legend","1","undirected"
"3981","YG","Ty Dolla $ign","4","undirected"
"3982","DJ Mustard","Ty Dolla $ign","3","undirected"
"3983","Kent Jones","Fabolous","1","undirected"
"3984","Styles P","Pusha T","1","undirected"
"3985","Da' T.R.U.T.H.","KB","1","undirected"
"3986","Anderson .Paak","ScHoolboy Q","1","undirected"
"3987","Lil E","The Game","2","undirected"
"3988","Chinaka Hodge","Adam Vida","1","undirected"
"3989","Tree Giants","Social Club Misfits","1","undirected"
"3990","Dr. Dre","Ice Cube","1","undirected"
"3991","Beleaf","Dre Murray","1","undirected"
"3992","DJ Khaled","Nicki Minaj","1","undirected"
"3993","Lundon","Wankaego","1","undirected"
"3994","Kid Red","Mozzy","1","undirected"
"3995","MC Ren","Eazy-E","1","undirected"
"3996","will.i.am","Nas","2","undirected"
"3997","Sage The Gemini","Flo Rida","2","undirected"
"3998","Mistah F.A.B.","Nef The Pharaoh","1","undirected"
"3999","DJ Mustard","Ella Mai","1","undirected"
"4000","Meek Mill","Rick Ross","1","undirected"
"4001","Rafael Casal","Grieves","1","undirected"
"4002","D.R.A.M.","Nef The Pharaoh","1","undirected"
"4003","Meghan Trainor","Wale","1","undirected"
"4004","Young Thug","Trouble","1","undirected"
"4005","Montana of 300","Talley Of 300","6","undirected"
"4006","Mal Devisa","Watsky","1","undirected"
"4007","D.R.A.M.","E-40","1","undirected"
"4008","Vinnie Paz","Ras Kass","1","undirected"
"4009","Travis Scott","Diddy","1","undirected"
"4010","Acyde","Mos Def","1","undirected"
"4011","Young Drummer Boy","EMC Senatra","2","undirected"
"4012","G-Eazy","Raekwon","1","undirected"
"4013","Pusha T","The-Dream","2","undirected"
"4014","Logic","Lucy Rose","1","undirected"
"4015","Too $hort","Devin The Dude","1","undirected"
"4016","HoodRich Pablo Juan","Johnny Cinco","1","undirected"
"4017","Diddy","Jadakiss","3","undirected"
"4018","Patty Crash","Apollo Brown","1","undirected"
"4019","Chris Rivers","Billy Danze","1","undirected"
"4020","Mvrcus Blvck","E-40","2","undirected"
"4021","Celph Titled","Apathy","1","undirected"
"4022","BBK","Skepta","1","undirected"
"4023","Macklemore & Ryan Lewis","Leon Bridges","1","undirected"
"4024","Snoop Dogg","will.i.am","2","undirected"
"4025","Drake","Kamaiyah","1","undirected"
"4026","Mac Miller","Smoke Dza","1","undirected"
"4027","theMIND","Mick Jenkins","3","undirected"
"4028","Dream Junkies","Gracy","1","undirected"
"4029","Calliope Bub","C-Murder","3","undirected"
"4030","DJ Quik","Bad Lucc","1","undirected"
"4031","Square Bizzy","A.Genius","1","undirected"
"4032","Drake","Meek Mill","1","undirected"
"4033","Wrekonize","Bernz","2","undirected"
"4034","Dame D.O.L.L.A","Lil Wayne","1","undirected"
"4035","Bilal","Thundercat","1","undirected"
"4036","24hrs","Ty Dolla $ign","1","undirected"
"4037","Jackie Hill Perry","Sho Baraka","1","undirected"
"4038","Husalah","Turf Talk","1","undirected"
"4039","Chrisette Michele","MeetSims","1","undirected"
"4040","Meghan Trainor","DJ Khaled","1","undirected"
"4041","A$AP Mob","Yung Lord","1","undirected"
"4042","Logic","Jesse Boykins III","1","undirected"
"4043","Redneck Souljers","Bubba Sparxxx","1","undirected"
"4044","Chinx","Cau2g$","1","undirected"
"4045","Zacari","Isaiah Rashad","1","undirected"
"4046","Homie Quan","Fetty Wap","1","undirected"
"4047","Jagged Edge","Ty Dolla $ign","1","undirected"
"4048","Ubiquitous","Murs","1","undirected"
"4049","Lin-Manuel Miranda","Anthony Ramos","11","undirected"
"4050","Wiz Khalifa","DJ Khaled","1","undirected"
"4051","Stacy Barthe","Scarface","2","undirected"
"4052","K CAMP","Casey Veggies","1","undirected"
"4053","Q-Tip","The Game","2","undirected"
"4054","Mark Ronson","Miguel","1","undirected"
"4055","Dolla Bill Gates","Riff Raff","1","undirected"
"4056","The Jacka","Mozzy","1","undirected"
"4057","ScHoolboy Q","Justine Skye","1","undirected"
"4058","James Fauntleroy","Brandy","1","undirected"
"4059","Bumps Inf","Bizzle","2","undirected"
"4060","Zoey Dollaz","Diddy","1","undirected"
"4061","A$AP Rocky","Key","1","undirected"
"4062","Domo Genesis","King Chip","1","undirected"
"4063","Brookfield Duece","Dame D.O.L.L.A","2","undirected"
"4064","Idris Elba","Anderson .Paak","1","undirected"
"4065","YFN Lucci","Bloody Jay","1","undirected"
"4066","Loren W. Oden","Royce Da 5'9""","1","undirected"
"4067","Mr. Lucci","MO3","1","undirected"
"4068","DJ Luian","Vakero","1","undirected"
"4069","2 Chainz","Dave East","1","undirected"
"4070","Mistah F.A.B.","Too $hort","2","undirected"
"4071","RJ","Mitch E-Slick","2","undirected"
"4072","Pimp C","A$AP Rocky","1","undirected"
"4073","Beleaf","Carlene Crawford","1","undirected"
"4074","A$AP Ferg","Chuck D","1","undirected"
"4075","Young Dolph","Mista Cain","1","undirected"
"4076","Lil Uzi Vert","Future","1","undirected"
"4077","Kent Jones","Fat Joe","1","undirected"
"4078","Lil B","E-40","1","undirected"
"4079","Farruko","Arcangel","2","undirected"
"4080","Breakfast Club","Cardi B","1","undirected"
"4081","T.I.","Tokyo Jetz","1","undirected"
"4082","Apathy","B Real","1","undirected"
"4083","21 Savage","Young Thug","1","undirected"
"4084","Lil Yachty","D.R.A.M.","1","undirected"
"4085","Pete Rock","Royce Da 5'9""","1","undirected"
"4086","Wiz Khalifa","French Montana","1","undirected"
"4087","Doom","Kool Keith","1","undirected"
"4088","Jhene Aiko","Vince Staples","1","undirected"
"4089","Pimp C","Nas","1","undirected"
"4090","Sa-Ra","PJ","1","undirected"
"4091","The Game","JT","2","undirected"
"4092","A$AP Ferg","A$AP Twelvyy","1","undirected"
"4093","Michael Anthony","Mick Jenkins","1","undirected"
"4094","A$AP Rocky","Bones","1","undirected"
"4095","G-Eazy","Too $hort","1","undirected"
"4096","Ashanti","Ja Rule","1","undirected"
"4097","G-Eazy","Gizzle","1","undirected"
"4098","DJ Khaled","August Alsina","1","undirected"
"4099","Young Thug","Duke","3","undirected"
"4100","Cosculluela","DJ Luian","1","undirected"
"4101","Young Dolph","Project Pat","1","undirected"
"4102","Styles P","Jadakiss","4","undirected"
"4103","August Alsina","Ty Dolla $ign","1","undirected"
"4104","Rick Ross","Jeremih","1","undirected"
"4105","Christopher Jackson","Okieriete Onaodowan","3","undirected"
"4106","Fred B","Don Chief","1","undirected"
"4107","Krayzie Bone","Z-Ro","1","undirected"
"4108","T.I.","The-Dream","1","undirected"
"4109","Future","Rick Ross","3","undirected"
"4110","Jon Conner","King Mez","2","undirected"
"4111","Offset","Madeintyo","1","undirected"
"4112","Jay 305","Joe Moses","4","undirected"
"4113","Sway","Youngs Teflon","1","undirected"
"4114","De La Soul","David Goldblatt","1","undirected"
"4115","Rich Homie Quan","Mozzy","1","undirected"
"4116","Pymp","Mista Cain","1","undirected"
"4117","Young Thug","Gucci Mane","2","undirected"
"4118","Jelly Roll","The Game","4","undirected"
"4119","Berner","Dizzy Wright","1","undirected"
"4120","Snoop Dogg","Berner","1","undirected"
"4121","Bigga Rankin","YFN Lucci","2","undirected"
"4122","T.I.","Lady G","1","undirected"
"4123","Youngs Teflon","Scrufizzer","1","undirected"
"4124","Curren$y","Ty Dolla $ign","1","undirected"
"4125","Macklemore & Ryan Lewis","Ed Sheeran","1","undirected"
"4126","Dej Loaf","The Game","2","undirected"
"4127","Lil E","E-40","2","undirected"
"4128","Tech N9ne Collabos","CES Cru","3","undirected"
"4129","Homie Quan","Rich Homie Quan","1","undirected"
"4130","Manny Lotus","Dame D.O.L.L.A","1","undirected"
"4131","A$AP Mob","Onyx","1","undirected"
"4132","Choose Up Cheese","E-40","1","undirected"
"4133","K.D. Stunts","E-40","1","undirected"
"4134","Idris Elba","Macklemore & Ryan Lewis","1","undirected"
"4135","Dj Tank","Strange Figures","1","undirected"
"4136","Wiz Khalifa","ScHoolboy Q","1","undirected"
"4137","Webbie","Lundon","1","undirected"
"4138","Kent Jones","E-40","1","undirected"
"4139","A$AP Mob","A$AP Twelvyy","2","undirected"
"4140","J-Real","No Fatigue","2","undirected"
"4141","John Givez","Beleaf","12","undirected"
"4142","Travis Scott","Swae Lee","1","undirected"
"4143","Christopher Jackson","Renee Elise Goldsberry","1","undirected"
"4144","Tessa Thompson","Moses Sumney","1","undirected"
"4145","Eric Nally","Grandmaster Melle Mel","1","undirected"
"4146","YG","Wale","1","undirected"
"4147","Leslie Odom Jr.","Lin-Manuel Miranda","17","undirected"
"4148","Currensy Spitta","Mistah F.A.B.","1","undirected"
"4149","The Game","Mitch E-Slick","2","undirected"
"4150","Lil Uzi Vert","Nicki Minaj","1","undirected"
"4151","Sick Jacken","B Real","1","undirected"
"4152","T.I.","Rara","2","undirected"
"4153","James Fauntleroy","Kendrick Lamar","2","undirected"
"4154","June Onna Beat","E-40","1","undirected"
"4155","Trick Trick","Snoop Dogg","1","undirected"
"4156","Meek Mill","Don Q","1","undirected"
"4157","Drake","PARTYNEXTDOOR","3","undirected"
"4158","A$AP Rocky","A$AP Twelvyy","1","undirected"
"4159","Twiztid","Boondox","1","undirected"
"4160","Devin The Dude","Ty Dolla $ign","1","undirected"
"4161","Mistah F.A.B.","Carl Thomas","1","undirected"
"4162","A$AP Rocky","Playboi Carti","2","undirected"
"4163","Leslie Odom Jr.","Okieriete Onaodowan","9","undirected"
"4164","21 Savage","LightShow","1","undirected"
"4165","Bumps Inf","Selah the Corner","1","undirected"
"4166","Starlito","Don Trip","1","undirected"
"4167","Adoni","ESG","1","undirected"
"4168","Kent Jones","Jadakiss","1","undirected"
"4169","Michael Ray","Big Smo","1","undirected"
"4170","Montana of 300","Savage","2","undirected"
"4171","June","Lex Aura","1","undirected"
"4172","Prozak","Rittz","1","undirected"
"4173","Boosie Badazz","MO3","1","undirected"
"4174","Pusho","Genio","1","undirected"
"4175","Timbaland","Yo Gotti","1","undirected"
"4176","Apathy","Spit Gemz","1","undirected"
"4177","Leslie Odom Jr.","Sydney James Harcourt","1","undirected"
"4178","E-40","D-Day","1","undirected"
"4179","Lil Wayne","August Alsina","1","undirected"
"4180","B-Legit","Berner","1","undirected"
"4181","Watsky","Adam Vida","1","undirected"
"4182","RJ","Hitman Beatz","1","undirected"
"4183","Twiztid","G Mo Skee","1","undirected"
"4184","A$AP Rocky","Lil Yachty","1","undirected"
"4185","Dom Kennedy","Big K.R.I.T.","1","undirected"
"4186","D Double E","Skepta","1","undirected"
"4187","DJ Luian","Arcangel","18","undirected"
"4188","Ingrid Michaelson","Common","1","undirected"
"4189","Sho Baraka","Vanessa Hill","1","undirected"
"4190","J Balvin","French Montana","1","undirected"
"4191","Dexta Daps","M.I.A.","1","undirected"
"4192","Pusha T","Yo Gotti","1","undirected"
"4193","A$AP Ferg","Marty Baller","1","undirected"
"4194","E-40","Ty Dolla $ign","1","undirected"
"4195","Pete Rock","Big K.R.I.T.","1","undirected"
"4196","DJ Khaled","Jeremih","1","undirected"
"4197","J Rosevelt","The Lacs","1","undirected"
"4198","Residente","Riz MC","1","undirected"
"4199","Easy Redd","Dizzy Wright","1","undirected"
